 TOT_TRANS,NO_HIGH_RISK_TXN,NO_OF_ACCOUNTS,TVHR_TRAN_AMT,CUSTOMER_RISK_LEVEL,ALERT_STATUS
123,9,14,9854992,4,0
103,5,8,6856657,6,0
82,8,4,620305,5,0
33,0,14,0,8,0
26,4,15,2610799,3,0
109,11,12,8551732,3,0
62,9,4,5942456,2,0
150,8,12,9444056,3,0
31,4,1,10926779,3,0
147,5,9,10276151,2,0
133,7,1,6964062,6,0
109,0,13,0,1,0
78,13,9,2882457,7,0
51,5,14,10467965,8,0
75,3,6,7512532,1,0
56,9,18,8578737,1,0
104,9,13,9252355,2,0
36,3,9,4515246,8,0
95,8,15,6731586,3,0
106,15,14,4832601,8,0
112,3,7,3405602,4,0
56,4,1,3738531,5,0
131,6,8,8952144,10,0
73,7,14,8750736,5,0
56,2,8,6732113,9,0
125,7,2,11556808,8,0
84,14,17,11431156,7,0
124,9,5,4754370,9,0
80,14,13,236418,5,0
87,13,12,10285666,4,0
44,10,2,10906628,2,0
146,11,1,10394676,8,0
61,4,4,11436830,9,0
102,4,10,8616842,4,0
62,14,2,6495926,7,0
120,0,6,0,1,0
59,5,20,8711904,5,0
136,13,16,10498424,9,0
103,11,19,11535567,5,0
68,8,15,3319962,9,0
142,12,18,6248662,8,0
57,4,14,1466170,9,0
143,12,17,10299358,8,0
91,14,9,11909566,9,0
66,14,12,430384,9,0
125,15,7,9011331,6,0
132,9,20,400751,5,0
98,15,11,4415794,3,0
35,2,2,10705688,1,0
114,3,1,4091711,8,0
78,13,14,245302,5,0
94,13,7,9897081,7,0
45,11,9,295944,10,0
131,13,15,3105234,5,0
54,11,20,11144145,5,0
149,12,18,3633521,7,0
38,13,16,6854530,6,0
138,1,4,6344011,7,0
81,10,16,7283088,3,0
39,13,8,2322784,1,0
148,0,1,0,2,0
79,6,14,5755823,7,0
128,10,1,7328863,1,0
58,9,5,10902806,3,0
100,13,19,7543199,4,0
63,2,16,11455475,7,0
82,8,16,6634522,8,0
87,15,5,3739225,4,0
131,9,1,10023700,7,0
49,14,17,260540,10,0
126,6,19,3505793,5,0
70,6,6,5381612,5,0
106,9,6,3376978,1,0
98,7,1,11561292,2,0
125,2,14,7743259,10,0
148,10,16,5774451,3,0
129,13,6,3058537,7,0
28,3,2,6080754,9,0
57,14,20,11839190,3,0
53,0,5,0,7,0
50,13,1,7011665,7,0
36,13,9,5985212,9,0
117,0,18,0,3,0
79,9,9,10394801,3,0
63,13,6,1293346,6,0
141,3,7,3366955,7,0
59,11,17,6963099,8,0
125,10,6,6838836,4,0
32,9,12,7396032,5,0
50,1,11,6717567,1,0
81,11,17,3737641,7,0
96,0,2,0,7,0
42,12,18,4087365,8,0
147,10,11,9100604,5,0
48,1,13,7454648,6,0
118,15,16,5067165,6,0
46,3,6,6347393,4,0
49,3,16,4365133,7,0
120,6,13,5128018,1,0
67,14,4,6289158,6,0
143,0,16,0,1,0
137,10,8,8476813,1,0
104,15,18,1253669,4,0
113,13,16,4363256,7,0
98,1,16,2529067,4,0
147,15,9,8641705,2,0
110,9,18,5137720,9,0
30,4,5,10223959,2,0
32,2,13,266150,3,0
96,12,1,11864668,7,0
47,7,20,11466292,9,0
78,0,14,0,5,0
79,14,3,6972725,1,0
29,2,10,10960479,7,0
37,11,17,8898296,5,0
103,11,12,9429362,9,0
114,5,10,6948674,10,0
28,12,19,5969613,1,0
123,1,19,9198862,8,0
76,11,14,11836011,6,0
80,13,1,3225176,7,0
139,9,8,8928236,2,0
45,15,8,3356042,7,0
77,12,12,6465019,2,0
128,15,17,3410444,5,0
109,6,3,5735663,7,0
54,1,12,3561329,7,0
82,6,1,10395971,3,0
96,11,19,8017058,9,0
139,8,5,3199435,7,0
27,0,4,0,9,0
85,3,2,2615931,5,0
106,6,18,2568205,5,0
61,0,4,0,8,0
62,15,3,6265395,1,0
94,6,10,11166838,2,0
49,3,2,8825098,10,0
127,1,5,9995264,7,0
27,9,11,5729766,10,0
116,12,20,3429273,3,0
140,12,20,5831965,6,0
70,2,12,10289498,4,0
75,14,19,1903398,5,0
102,15,10,8339742,5,0
62,6,7,10905347,6,0
52,0,2,0,3,0
42,2,12,6856968,7,0
77,2,11,7519573,3,0
65,6,10,7970418,8,0
60,2,10,9141775,2,0
59,3,9,8870606,8,0
137,10,5,10293523,1,0
107,4,16,3493211,5,0
130,7,10,6714213,2,0
52,13,4,4603071,5,0
76,3,5,4887358,3,0
52,2,18,5066598,8,0
36,7,6,7067921,4,0
133,13,2,10298644,4,0
127,11,10,532138,10,0
111,5,9,8325236,7,0
78,10,9,1688083,2,0
130,12,13,9085422,8,0
118,9,12,10966315,10,0
69,13,11,9457600,6,0
77,2,2,1469934,5,0
75,11,11,5137271,6,0
74,14,9,6996155,5,0
114,9,18,10232107,2,0
92,7,3,8319705,10,0
65,6,19,6716418,8,0
69,13,19,1429911,3,0
138,15,17,10904001,7,0
62,4,11,6242111,9,0
81,10,8,3333942,8,0
33,7,13,667492,5,0
137,10,3,2656807,8,0
60,0,12,0,2,0
43,1,20,2939190,10,0
61,4,7,4643668,2,0
111,2,14,10041143,1,0
111,15,3,6213092,5,0
89,2,8,8749701,5,0
89,2,1,11139915,1,0
112,0,7,0,3,0
45,13,16,10656752,3,0
104,6,7,7993141,1,0
35,10,17,3543533,1,0
135,8,3,4205208,1,0
136,6,1,5305454,8,0
85,12,16,10707417,7,0
136,8,4,1764293,7,0
51,4,9,2339464,7,0
149,11,12,4096739,10,0
26,9,9,10655940,2,0
67,11,9,1643860,1,0
64,15,16,1089841,10,0
57,12,14,6940509,6,0
83,9,11,1699779,8,0
121,8,5,4967371,4,0
71,1,4,10983260,4,0
123,14,5,6345571,2,0
95,9,8,412995,1,0
28,11,13,11549014,5,0
34,0,13,0,5,0
149,14,2,11463758,9,0
95,10,4,4727921,9,0
97,11,4,3108707,2,0
150,14,2,2628676,3,0
75,0,11,0,1,0
93,1,17,2455805,5,0
40,15,4,3782572,1,0
145,7,8,7470489,7,0
76,7,20,3374620,1,0
104,12,7,9344393,4,0
100,0,9,0,3,0
38,12,11,3356647,9,0
85,11,1,3843807,10,0
108,10,4,5307979,5,0
150,9,10,11897568,7,0
113,12,7,9537253,9,0
107,13,20,9415685,7,0
57,5,8,8173781,7,0
31,6,15,4764062,1,0
137,13,19,4992621,5,0
120,8,4,1061054,9,0
37,5,9,11587347,1,0
77,8,19,247887,10,0
133,6,12,11465191,1,0
25,10,10,2432622,8,0
43,12,8,1780016,9,0
98,6,20,4821301,1,0
115,2,2,5311249,4,0
132,0,5,0,2,0
126,4,1,5770194,5,0
69,12,19,456122,4,0
82,7,1,9050358,1,0
37,9,4,1467859,7,0
105,4,12,9892255,9,0
66,4,1,10253917,1,0
81,14,5,7022322,9,0
142,6,16,6966720,8,0
96,15,19,3427601,9,0
48,11,14,8609112,4,0
115,15,11,4969280,2,0
27,9,8,7354524,3,0
109,14,9,6968042,7,0
117,8,14,63801,8,0
72,5,1,1630607,9,0
108,15,14,3396326,5,0
76,7,10,4557665,9,0
67,10,14,10064278,5,0
72,10,13,11917135,6,0
38,6,6,4493973,3,0
96,2,5,6306891,1,0
66,7,5,1321574,8,0
52,2,18,8193687,10,0
90,7,18,10911589,3,0
47,14,16,2848944,9,0
122,14,13,733427,3,0
105,15,18,7472373,6,0
126,5,7,11161827,4,0
55,5,1,11548194,4,0
126,11,5,10208265,10,0
113,14,5,9898913,7,0
49,11,8,3837455,4,0
104,7,2,8645989,4,0
131,3,17,10931295,10,0
148,12,10,6006867,5,0
65,10,11,11182544,6,0
27,2,3,840351,3,0
94,7,7,3408646,4,0
30,0,7,0,2,0
124,1,18,10811067,1,0
41,0,10,0,6,0
96,4,8,7480206,1,0
116,6,11,4678372,9,0
68,15,19,3116005,1,0
96,12,20,5200387,8,0
141,14,15,9548177,9,0
46,9,17,7004302,6,0
110,10,3,6078687,9,0
122,15,12,1447668,4,0
116,11,12,10541196,7,0
131,5,10,6326644,7,0
107,14,1,5133002,6,0
123,3,6,8323656,2,0
58,8,8,2130500,7,0
105,12,7,11179121,2,0
36,0,13,0,2,0
70,1,9,9088532,5,0
81,1,4,3345041,2,0
40,2,16,1041629,10,0
118,0,4,0,5,0
92,13,3,1934499,5,0
149,14,18,4406312,1,0
141,7,13,4439193,1,0
112,8,8,1698390,8,0
52,4,18,3389085,4,0
63,13,4,222721,2,0
40,2,9,10511478,7,0
115,14,14,10332037,8,0
106,5,14,7474862,7,0
91,3,17,6288035,5,0
135,5,9,6398976,7,0
125,4,12,4845027,5,0
101,1,10,5979232,5,0
98,1,7,10912431,5,0
40,12,18,5745434,3,0
37,15,13,11457173,10,0
63,8,1,7329716,5,0
36,5,18,6352298,5,0
79,4,20,10959272,8,0
41,0,3,0,7,0
54,15,10,7594568,10,0
120,7,17,11511951,6,0
117,7,5,3529678,3,0
91,12,3,593387,10,0
94,15,8,1674700,1,0
81,7,7,1062587,4,0
36,1,4,11426559,2,0
112,3,15,2528364,2,0
129,0,2,0,4,0
124,2,16,3623084,2,0
41,5,19,4886471,10,0
91,3,16,2552911,3,0
57,7,5,11543108,1,0
131,2,4,5395138,4,0
81,1,7,3198923,3,0
64,1,2,10951077,5,0
104,6,10,6260493,1,0
32,0,5,0,2,0
27,9,3,3205461,6,0
139,2,8,4400438,1,0
87,11,9,6284514,10,0
144,12,1,1061849,4,0
134,12,9,8318057,2,0
79,6,1,4038609,4,0
106,4,9,6356012,10,0
86,3,4,2566474,4,0
50,7,1,4405487,3,0
109,3,6,1902833,9,0
134,8,1,246601,4,0
116,11,1,5945510,10,0
76,13,19,1179885,10,0
142,14,3,3840695,4,0
61,7,13,8211425,9,0
93,7,5,3851180,5,0
58,3,1,10811304,5,0
49,7,5,5310155,5,0
133,6,20,6281877,8,0
144,6,10,11188531,2,0
94,7,8,1872848,8,0
125,0,1,0,1,0
28,6,10,4993102,2,0
134,13,20,11844252,8,0
137,5,2,7479855,6,0
57,9,17,8016710,1,0
62,14,5,10394214,1,0
70,10,7,7267392,3,0
107,7,18,1292801,5,0
64,14,18,1928124,3,0
109,3,12,1292998,2,0
137,6,4,4642156,8,0
100,2,12,9538049,1,0
26,10,13,4192017,8,0
28,0,7,0,1,0
56,6,4,10280757,6,0
40,0,11,0,1,0
98,15,7,3134719,8,0
70,11,3,3554078,1,0
125,5,11,11564990,2,0
96,9,6,7966465,9,0
133,3,20,11866570,10,0
46,0,10,0,3,0
105,2,2,7508668,6,0
99,8,17,3763707,9,0
94,14,4,5972145,10,0
112,0,4,0,6,0
70,2,11,11465263,7,0
94,14,1,4431772,1,0
114,13,7,2902883,2,0
80,0,19,0,8,0
94,4,4,9308044,4,0
99,15,12,10986240,7,0
93,8,3,3825774,10,0
115,2,7,9178884,10,0
42,14,4,11155356,8,0
36,10,15,7504922,5,0
115,4,1,4204901,9,0
139,15,5,2336377,7,0
63,0,9,0,1,0
90,6,16,1688011,7,0
139,3,10,3577011,7,0
66,1,19,4430087,9,0
55,7,19,6412929,10,0
34,14,15,2454235,5,0
109,10,12,461890,5,0
130,7,19,6725848,6,0
106,12,5,6344912,10,0
76,0,1,0,2,0
90,10,12,9550451,10,0
102,13,18,4606580,5,0
146,6,14,3311857,4,0
95,1,5,10810089,7,0
122,11,16,7985169,10,0
71,5,15,3136062,3,0
62,2,9,7607097,10,0
112,15,8,1307469,6,0
143,7,5,10284251,6,0
50,8,1,10064233,4,0
40,5,20,2285056,1,0
65,12,11,5209125,8,0
132,13,5,2577048,2,0
76,5,11,279236,5,0
93,13,17,11182102,3,0
75,15,10,8928721,7,0
47,5,3,2240962,6,0
114,9,19,7193484,5,0
60,11,8,2138520,8,0
55,12,19,11397153,2,0
72,5,10,6699312,10,0
79,8,19,4868850,10,0
93,8,3,459068,9,0
70,7,12,7470928,10,0
96,7,2,3828191,5,0
68,8,7,11668545,10,0
60,6,16,4750219,6,0
106,0,8,0,6,0
32,4,5,7969782,3,0
115,9,5,2140142,9,0
25,1,13,5737302,5,0
119,14,2,6135909,5,0
63,4,15,2886100,3,0
67,11,16,11952746,4,0
118,12,2,1323024,10,0
131,1,5,6716853,10,0
55,7,2,733041,10,0
52,0,5,0,7,0
60,14,6,3759439,8,0
40,2,15,8666600,3,0
32,0,19,0,7,0
56,8,3,3100693,2,0
41,11,8,8029611,1,0
112,11,17,6135591,2,0
25,14,13,9431468,3,0
31,2,10,11583994,1,0
51,14,12,10321278,8,0
91,1,16,1429573,8,0
100,11,4,2508164,4,0
34,11,14,2335685,9,0
116,8,4,7808005,3,0
72,7,19,4632272,5,0
138,8,10,7512208,4,0
91,10,18,8509780,3,0
32,10,19,9090784,5,0
133,12,10,10696835,2,0
150,9,14,3566904,8,0
59,0,16,0,6,0
77,14,18,2524215,8,0
103,10,5,3359499,7,0
128,11,2,1040933,2,0
66,2,10,4865502,9,0
108,10,16,4514010,8,0
97,0,11,0,6,0
124,15,6,11434744,6,0
98,6,17,8477484,8,0
40,7,18,7606485,4,0
116,6,20,2506273,10,0
27,13,19,11899631,6,0
26,14,3,3099502,10,0
45,12,16,5974557,10,0
28,15,5,1704283,5,0
142,10,14,6137947,1,0
63,3,12,532434,1,0
109,7,20,1065440,3,0
95,13,17,8175943,9,0
119,2,18,5143353,8,0
47,12,15,2881914,3,0
78,11,20,11846240,1,0
72,2,20,7815604,5,0
59,1,12,2599634,2,0
63,14,8,4428397,7,0
46,0,18,0,2,0
52,4,20,3325982,9,0
72,1,20,9877636,4,0
137,0,11,0,3,0
54,1,2,10230740,4,0
94,1,15,7968759,8,0
98,10,10,10508990,10,0
107,10,16,4196241,2,0
88,7,3,8070376,10,0
78,12,16,5396872,7,0
67,11,8,6259566,10,0
123,5,6,3929291,9,0
33,13,9,5744839,9,0
68,10,19,2567740,6,0
113,12,17,1927686,9,0
134,4,8,3357167,6,0
86,4,12,10064694,3,0
100,2,8,4828822,5,0
60,11,19,535005,10,0
66,0,12,0,6,0
33,7,6,604602,9,0
95,14,12,10111295,9,0
45,2,9,9879409,3,0
31,0,10,0,2,0
61,7,11,7327092,7,0
109,15,1,8741922,3,0
72,11,11,8868293,1,0
148,3,14,7937173,7,0
40,5,18,4993596,9,0
104,0,3,0,6,0
44,14,19,9986198,8,0
82,11,18,731552,6,0
28,3,9,5731573,9,0
112,5,14,7468990,10,0
134,5,15,3493859,5,0
87,1,17,3116009,2,0
57,10,13,11645796,4,0
135,15,13,8606944,6,0
91,2,15,9857899,7,0
47,8,14,10212491,1,0
97,7,11,11747562,3,0
117,11,11,2011514,7,0
137,9,3,8383955,8,0
39,9,14,293559,4,0
134,3,10,6199739,10,0
38,2,18,7283853,8,0
132,0,13,0,9,0
55,4,17,2599560,2,0
51,1,12,45486,5,0
132,12,2,9460869,7,0
106,6,19,6077540,8,0
127,5,19,3407507,10,0
92,0,16,0,6,0
100,1,7,2568332,3,0
145,14,10,6722871,10,0
149,10,13,6111062,5,0
54,7,12,8318574,6,0
119,3,19,6212778,9,0
44,12,13,4417855,8,0
79,13,8,6964058,5,0
121,14,6,6278743,5,0
118,6,15,10284357,5,0
140,0,8,0,6,0
149,13,9,11874667,7,0
96,15,3,2548681,6,0
88,12,7,10292292,10,0
105,12,17,10215411,1,0
58,8,17,300764,8,0
76,2,1,842278,6,0
32,6,18,10925777,2,0
150,8,18,7190868,4,0
38,4,5,7232219,2,0
42,3,6,2609412,6,0
53,4,19,11903237,1,0
101,2,8,6356241,1,0
107,5,18,2577286,1,0
87,2,10,6100316,4,0
75,12,1,10950010,6,0
112,14,2,3362970,3,0
46,0,10,0,4,0
85,2,16,10699341,7,0
144,2,1,3405589,1,0
91,11,15,4933631,9,0
121,2,4,3769917,2,0
104,5,16,1906708,6,0
89,9,16,9090950,1,0
112,15,5,8620950,9,0
72,2,7,3543385,5,0
88,4,6,1312106,4,0
86,12,9,7933395,3,0
44,14,19,618065,7,0
100,7,17,8918316,1,0
84,6,17,5066972,7,0
54,12,2,6399538,6,0
125,8,13,10096479,4,0
39,0,20,0,3,0
145,6,14,4437838,1,0
35,9,14,1055896,2,0
60,2,17,3565883,1,0
142,10,7,770372,5,0
77,15,17,10515679,4,0
87,3,9,3802011,1,0
102,2,6,5400632,10,0
148,7,7,9999829,3,0
78,8,3,1297938,4,0
111,10,18,7455023,5,0
34,11,5,3847727,10,0
124,0,18,0,4,0
33,10,7,6964843,1,0
86,10,8,5193787,3,0
42,6,14,7961760,4,0
107,8,14,4895892,7,0
81,2,18,11938508,5,0
49,1,16,6416095,7,0
68,0,12,0,7,0
39,12,11,8208794,9,0
102,3,4,4637184,8,0
82,8,12,4432252,7,0
121,8,6,6267262,7,0
65,6,19,10284556,2,0
145,13,16,9474048,4,0
133,2,17,6258250,8,0
61,14,16,2524573,4,0
51,0,13,0,7,0
82,7,5,4678866,9,0
80,3,11,5783516,9,0
88,12,5,11848672,7,0
44,15,5,6353527,5,0
146,7,10,10327370,2,0
67,6,12,8575565,1,0
60,6,7,11509846,4,0
115,0,11,0,8,0
66,2,16,9374552,5,0
125,11,13,11946618,5,0
97,4,7,10704543,2,0
150,2,14,11861219,4,0
90,0,14,0,1,0
27,10,8,10325937,2,0
142,6,5,10569112,6,0
113,4,14,7262607,7,0
40,10,10,3328188,5,0
39,11,8,6268347,2,0
113,4,16,1166929,7,0
122,12,8,4490318,2,0
51,1,19,7284492,4,0
49,6,6,7605825,1,0
126,9,11,4896389,2,0
127,14,14,9069695,9,0
131,15,16,8506862,4,0
140,14,19,10286269,5,0
129,8,8,11175219,2,0
141,8,7,10956956,8,0
82,10,11,1462818,7,0
106,3,19,9959257,5,0
112,11,16,3312971,2,0
122,6,3,8507545,3,0
99,15,4,3566576,1,0
94,0,4,0,6,0
36,13,1,3843826,2,0
71,2,17,8206265,3,0
109,11,19,10277323,2,0
57,7,8,1856363,1,0
41,10,14,3517719,6,0
31,8,13,6832704,8,0
40,5,14,4725721,2,0
113,14,15,11176588,1,0
37,0,1,0,5,0
89,3,19,7521558,3,0
102,15,18,8928708,10,0
61,2,18,4366660,3,0
113,9,1,3841976,5,0
34,8,11,843505,3,0
37,4,13,8231001,8,0
76,12,1,7244895,3,0
147,0,1,0,1,0
38,13,13,3596535,7,0
91,1,4,11902098,5,0
125,15,4,5127930,5,0
103,1,15,3569528,10,0
93,6,12,9346076,8,0
46,6,17,9473006,1,0
75,7,20,2315384,7,0
136,10,11,842169,2,0
69,8,3,3847388,7,0
94,7,19,2326172,2,0
60,6,10,3216996,9,0
78,9,12,8898142,8,0
50,1,2,3352075,4,0
92,10,5,8063867,7,0
90,15,4,2627173,6,0
75,14,8,6287487,4,0
115,13,15,4292650,2,0
73,4,10,9854576,9,0
50,7,7,6842138,1,0
101,10,18,7975685,10,0
44,1,1,7482074,8,0
111,4,7,8030934,9,0
109,4,6,1695926,5,0
81,13,9,1649821,5,0
104,12,9,8867841,2,0
41,15,10,11444452,8,0
122,5,19,5119596,7,0
59,10,9,10497375,1,0
60,0,4,0,6,0
93,11,9,2880205,5,0
119,6,10,1068120,5,0
118,2,4,8071801,6,0
77,12,8,3782516,3,0
104,0,10,0,5,0
147,2,6,10945235,10,0
27,0,4,0,6,0
52,3,10,3623707,1,0
147,9,1,9309845,5,0
32,0,7,0,1,0
42,13,1,4095178,1,0
126,0,13,0,5,0
77,3,9,3600069,7,0
54,12,3,10499476,3,0
54,4,3,2356897,9,0
118,1,18,4646562,2,0
108,5,17,8299872,6,0
105,15,13,5752809,10,0
79,12,7,11767299,4,0
131,13,2,1413323,10,0
115,7,19,623393,3,0
124,13,4,10531457,8,0
125,3,17,7941761,9,0
40,10,11,8313058,7,0
98,10,7,6681816,8,0
120,0,12,0,6,0
30,12,16,10287580,7,0
26,3,2,1286877,7,0
103,4,15,9988490,1,0
112,6,17,3582209,10,0
37,4,4,3532241,8,0
121,5,15,11188691,2,0
120,4,11,10095375,6,0
56,8,16,1529748,5,0
32,9,11,11725867,1,0
112,6,2,11850868,8,0
91,10,4,81250,8,0
40,5,20,10479330,1,0
123,3,7,3527560,3,0
29,5,8,3825221,5,0
101,9,15,45928,5,0
55,1,8,2500833,10,0
141,0,2,0,9,0
144,2,11,3520979,7,0
36,5,1,8210851,4,0
49,3,18,6729808,4,0
108,8,8,5940048,2,0
58,6,12,5065857,1,0
95,8,18,8057936,1,0
98,7,7,6000879,1,0
128,8,7,8712050,6,0
50,7,17,600655,6,0
102,13,13,8507589,1,0
45,9,13,9991386,6,0
94,7,19,3929649,7,0
91,1,6,10303471,3,0
105,2,20,736822,5,0
143,9,14,3595301,4,0
49,9,11,4032516,4,0
55,4,14,7190156,1,0
29,6,8,11615855,5,0
46,11,14,682373,10,1
144,6,6,11742832,6,1
92,1,15,8035650,1,1
89,15,11,6565743,5,1
44,11,14,2224283,1,1
122,6,13,1371359,4,1
90,2,7,2912851,2,1
149,0,17,0,1,1
54,5,2,2970986,3,1
74,4,16,5538393,5,1
40,15,4,7914945,10,1
83,3,1,993511,6,1
42,5,4,10838759,4,1
48,5,8,10127784,9,1
44,11,7,4227094,5,1
144,12,9,9954199,1,1
26,0,11,0,4,1
140,9,12,3734408,9,1
85,5,19,8995085,7,1
139,13,4,1800613,7,1
136,8,18,8820984,10,1
91,4,8,10590540,6,1
150,5,11,2278082,2,1
109,15,15,5654508,8,1
125,14,11,7184933,4,1
143,0,9,0,2,1
119,15,18,2401955,6,1
51,3,11,6147917,1,1
132,6,8,5327849,3,1
76,11,13,1186384,4,1
39,5,3,9903469,6,1
122,10,18,9712706,10,1
25,5,8,9644810,2,1
71,2,20,6479125,8,1
54,4,15,2665920,5,1
85,3,11,2478333,5,1
75,5,16,7690536,8,1
53,13,2,6068480,6,1
90,10,15,1725767,3,1
84,15,11,9343924,10,1
140,8,14,7037453,10,1
28,15,6,2796646,4,1
107,6,14,3448814,6,1
91,5,12,344886,2,1
139,3,13,4661191,2,1
35,10,16,4116823,3,1
124,11,2,2709640,10,1
125,11,4,11221582,1,1
111,3,5,9363863,6,1
36,11,6,1271749,5,1
77,2,19,6468979,9,1
57,6,10,7758953,4,1
46,14,9,11965396,9,1
137,11,20,6053111,3,1
61,7,6,1983659,10,1
39,11,17,5237472,4,1
67,8,20,3176414,4,1
73,14,2,2479237,3,1
120,11,14,2781504,10,1
101,12,16,6675762,1,1
85,7,5,7429132,10,1
104,4,18,9641931,10,1
113,13,4,6868521,3,1
74,14,6,4171699,10,1
30,7,20,156009,7,1
87,12,14,311588,3,1
28,9,16,4481586,3,1
52,8,4,7851468,6,1
65,11,9,948885,4,1
42,6,6,4578209,2,1
99,14,13,2831747,1,1
34,13,1,482850,7,1
119,8,3,6128335,8,1
86,9,6,2706591,9,1
144,4,3,1183883,4,1
127,0,3,0,7,1
111,12,20,7035515,6,1
85,2,6,11959533,6,1
108,9,12,7029999,8,1
66,4,3,333486,7,1
134,0,13,0,8,1
87,14,12,8558343,10,1
39,4,15,9815858,3,1
109,7,9,2066225,9,1
32,9,13,6363913,5,1
89,12,11,9935725,1,1
63,11,16,9584834,10,1
27,5,18,4797358,10,1
94,4,5,5452228,5,1
63,9,16,9035306,4,1
49,7,12,2050597,9,1
62,2,19,4524043,2,1
114,6,7,3946410,5,1
134,5,2,9278237,7,1
48,12,17,7660678,1,1
59,1,17,1272795,8,1
57,8,18,4268566,2,1
39,1,17,2981650,10,1
85,10,4,4119895,5,1
34,4,10,8624028,6,1
135,12,12,1206756,8,1
48,12,4,338248,7,1
130,13,18,7451719,5,1
61,11,8,4570889,9,1
85,9,16,11491146,8,1
115,0,18,0,6,1
64,14,17,4146115,5,1
117,6,16,7033733,4,1
116,13,8,1254497,4,1
138,4,20,5365374,6,1
50,15,10,678695,5,1
38,4,5,1857245,1,1
46,9,2,6192424,5,1
70,8,19,3473131,4,1
58,6,1,6806356,7,1
131,4,7,1390103,3,1
36,13,20,362597,1,1
120,0,7,0,4,1
48,10,16,4146972,2,1
125,14,10,5715031,9,1
96,0,10,0,6,1
130,9,5,5368830,5,1
65,12,7,6484703,7,1
71,11,9,1726617,3,1
38,5,3,5286188,9,1
100,3,14,339703,7,1
143,12,10,8395598,4,1
99,9,12,9788330,3,1
133,14,20,340580,2,1
137,2,9,8807579,3,1
55,0,6,0,10,1
137,6,10,2621583,6,1
44,7,11,9790506,9,1
123,6,8,9776917,8,1
74,6,10,8400962,9,1
40,6,17,1145971,7,1
38,2,16,3015760,2,1
102,3,12,4170456,4,1
118,12,20,2365317,9,1
51,7,2,6868985,3,1
100,9,6,6656992,8,1
94,2,3,6805033,1,1
120,2,15,6126677,1,1
63,10,3,6650387,4,1
65,2,11,1366726,2,1
139,14,15,9703417,2,1
90,6,5,1681712,8,1
132,9,8,4798575,10,1
142,9,4,8563981,6,1
60,13,15,1867800,4,1
100,15,10,3161615,7,1
97,11,9,9523874,2,1
48,12,18,370468,1,1
53,9,4,9134377,8,1
31,8,6,3434050,5,1
54,5,7,4487302,6,1
143,1,15,9134808,9,1
55,3,13,4580248,1,1
149,14,5,9698188,8,1
91,11,11,1868931,4,1
64,10,14,8268419,10,1
111,1,11,991380,8,1
57,11,2,1187942,8,1
60,9,11,8997196,1,1
132,12,8,10785969,8,1
80,12,14,6048517,6,1
108,3,14,1258654,1,1
28,10,12,7157599,10,1
101,9,10,11478616,5,1
138,0,13,0,6,1
133,0,18,0,4,1
86,9,9,4578389,9,1
72,6,1,7034671,10,1
67,5,9,1612127,7,1
111,15,15,8261917,4,1
104,11,2,8783476,2,1
148,3,14,4566862,2,1
144,15,15,145021,4,1
55,13,17,11608823,2,1
43,0,2,0,9,1
109,6,18,10998093,2,1
67,6,17,10113089,10,1
144,13,5,1376160,3,1
43,13,9,3693831,1,1
35,8,3,8789917,1,1
84,11,4,6869507,8,1
85,8,3,5881835,3,1
41,10,15,2782237,6,1
75,9,9,3173294,8,1
85,12,17,7882125,5,1
45,11,15,2024717,4,1
38,8,9,2398689,7,1
133,6,19,6029948,1,1
45,7,16,5244871,3,1
35,14,18,1607803,3,1
80,0,6,0,8,1
34,4,20,11251113,8,1
80,6,12,9621414,6,1
69,11,11,7180900,10,1
118,3,15,10560643,6,1
117,1,17,1894356,9,1
74,7,10,3944154,5,1
64,3,6,9696319,2,1
64,9,8,4659413,5,1
135,15,10,698595,6,1
114,11,1,954266,5,1
138,6,17,11223585,9,1
137,3,9,5327124,6,1
104,5,10,8653318,10,1
62,6,20,5184726,7,1
115,9,4,8562082,4,1
67,1,10,374870,5,1
73,13,8,1886175,3,1
82,1,18,7880538,7,1
107,8,17,3042030,8,1
150,8,14,8107962,3,1
113,2,12,8748421,2,1
148,4,1,9940681,7,1
134,14,9,9812775,1,1
116,1,19,10457749,4,1
99,4,19,9682849,8,1
149,12,1,1861080,3,1
28,11,6,6672122,2,1
125,15,19,192101,7,1
62,5,4,4666769,10,1
91,11,15,6500230,3,1
40,9,5,3245967,7,1
123,2,14,3175418,7,1
99,15,1,6361552,2,1
69,3,17,9043047,8,1
56,3,10,7664346,7,1
136,6,5,5716801,5,1
110,11,14,8992969,7,1
46,6,6,11628619,7,1
59,14,6,3647633,9,1
58,1,8,3043517,8,1
32,6,20,5722133,7,1
119,14,7,10729645,5,1
28,13,8,926032,9,1
73,15,11,10050374,8,1
62,12,12,9641244,5,1
27,15,13,4278842,10,1
38,2,16,712646,9,1
141,0,11,0,7,1
40,11,17,7652721,1,1
140,10,10,8392120,4,1
84,10,8,6053482,4,1
47,10,15,4115933,3,1
55,3,15,3282303,6,1
134,5,11,1744270,5,1
56,11,16,678972,7,1
96,6,12,3446695,5,1
52,6,11,3011937,3,1
111,7,17,9689390,6,1
62,11,14,5684865,5,1
137,3,16,5354556,6,1
106,6,7,3945976,5,1
89,12,8,3680640,9,1
99,5,1,7031852,8,1
86,9,4,4124297,4,1
76,12,9,2063088,6,1
